0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
2025-07-09|Scott|Yoga|70,2025-07-09,2025-07-09,Yoga,,,70,,1,,"This is yin yoga 30 min. Lowerbody focused by adrian, try natin unahin foam roll before yoga na relax. poor sleep incoming, max hr 87",Scott,00:40:47,Yoga,,,87,0
2025-07-10|Aiza|Run|136,2025-07-10,2025-07-10,Run,4.86,00:06:10,136,0,0,,,Aiza,00:30:02,Run,{snGs|wxR^o@NOx@_Bn@cAPSp@m@`@YpEaC|@i@TMVAJBPP`CdDZh@AL_EnA]DI?IEgCiDOMO?KDk@b@GFAJj@l@`AlALFHCh@e@XMH@HPQIM@u@j@IDM@GEeB{BQOI?_@Z_@h@DL`AbA\d@HBt@Mf@AV@`@Nb@f@J?TE~@a@bF{ADEAI@?BNEFyAd@QL?HPVFXZSn@Y`@WNCRHFAl@YHAF@v@|@`@r@ZVTFNFp@r@r@lAXRPTLVL`@^F_@@EBU`@g@j@u@b@oApAQDQCc@WUBEAsAy@u@k@GCOFITi@rDa@lD]bBO`AGAIDOAk@U]KKGCIDu@VmANkAf@_DDo@GQICSBkAd@wCv@sDv@m@`@gGzB{@`@YFMAYIjAV|@X,00:04:30,157,60
2025-07-10|Aiza|Run|137,2025-07-13,2025-07-10,Tempo Run,4.85,00:06:11,137,189,5,Pink Nimbus 27,,Aiza,00:30:00,Run,{snGs|wxR^o@NOx@_Bn@cAPSp@m@`@YpEaC|@i@TMVAJBPP`CdDZh@AL_EnA]DI?IEgCiDOMO?KDk@b@GFAJj@l@`AlALFHCh@e@XMH@HPQIM@u@j@IDM@GEeB{BQOI?_@Z_@h@DL`AbA\d@HBt@Mf@AV@`@Nb@f@J?TE~@a@bF{ADEAI@?BNEFyAd@QL?HPVFXZSn@Y`@WNCRHFAl@YHAF@v@|@`@r@ZVTFNFp@r@r@lAXRPTLVL`@^F_@@EBU`@g@j@u@b@oApAQDQCc@WUBEAsAy@u@k@GCOFITi@rDa@lD]bBO`AGAIDOAk@U]KKGCIDu@VmANkAf@_DDo@GQICSBkAd@wCv@sDv@m@`@gGzB{@`@YFMAYIjAV|@X,,157,60
2025-07-10|Chona|Run|0,2025-07-11,2025-07-10,Easy Run,6,00:07:44,0,0,5,Novablast 4,"my apple watch got spoiled so no hr in this run.  I did order a replacement. i did run according to what i think is easy hr but it looked liked i run faster in that same route.  i feel good, just a bit sore from the strength training. ",Chona,00:46:24,Run,,0,0,0
2025-07-10|Scott|WeightTraining|116,2025-07-10,2025-07-10,WeightTraining,0,00:00:00,116,0,0,,,Scott,00:55:01,WeightTraining,,00:00:00,153,0
2025-07-10|Scott|WeightTraining|118,2025-07-09,2025-07-10,WeightTraining,,,118,,9,,Caroline epic 3 leg day. Sobrang hirap pala neto. I mean ang bilis hiit style workout. Sana maka long run ng maayos. Puro squat eh. ,Scott,00:55:01,WeightTraining,,,153,0
2025-07-10|Scott|Yoga|68,2025-07-10,2025-07-10,Yoga,,,68,,1,,Slow 30 min. Lowerbody focused by adrian max hr 92. Inuna ko na mag foamroll bago yoga. Feeling ko di ako masyado naka focus sa breathing ko kasi nanonood ako fliptop. ,Scott,00:46:15,Yoga,,,92,0
2025-07-11|Chona|Run|0,2025-07-11,2025-07-11,Run,6.02,00:07:43,0,0,0,,,Chona,00:46:29,Run,}ivGyomxRe@VKGi@RK?HPCJMDs@Fa@NEF?FN|@JTLf@JP@NJT@PHHEVDBDHDN@PHL@JCL@CXVDJJBPPAR@BCCBRXLFLAHDBANJ@CDFBJAHZAP@B?JPHAFFTHBJRRPH\FDDN@H@BHBDFAJB??D@ACBHFDN?\BD@PHJDXAD`@f@DR@TBPATDf@APDh@CPBFCPKJBZE^DRCB@LIXHV@RBh@CXDV@f@AR@^DP?NED?VCB?HCFUR?F@ZA`@FPENBBAH@XCFFbABDH@b@El@APBDETBZIZBLCJDn@?`@NPLHFFR@\FJGV@NIH@BEBAPDDKLBLKHPZC@FDEF@D?XSJ@@FBAVC?DDAHFHDRAA?XEFH?KJBNCPDDA?BDA@@RON@HCRGPGFAFDFG@HHHTNL@XB?CD?FCBAJEH?DC?@BIF[Fk@EiABGCm@@GC]BQAYIG@ACBA?GEK?GCEHECK?EGO@A?A@GCMJSFANMA]W]_@UQAMFUKK??a@KKCMGAc@NW@k@EE@W^SDe@E?BYFQAW@EJM?_@NSBKCWFO?WDIAIFKBMLEPAXC@@JBBABJp@@XH^?\Jj@AH@RNl@AVBDFA@a@CI@ES]Ec@?KEU@GAC@SAc@DICQHU?EGEM[DEACBS^IJ@BEFC^BNCHBLCDFF?HIh@OBERIT@BCN?JIRCDED@HCDE`@GFE^GHCDEPALF?DVTHPHEVVVb@FR@NCRIRKDLRLx@l@Rx@?b@ETHl@Cj@@N?VGXWH]Vg@@YFOACBWDQEAKIABGM?D?MCSHOAGBEAGJGE?DKACMM?GDADOCG?IB@ABC]@QDEAM@CCA?CAWFAAEQIEGHGAID@?KCIBMCGBMMUBEHCGKAIDG?EECCYDMAC[g@CCG@?EYGqADGAUK_AFi@EGB[?E@?BBSBo@CGBEE]B[CCAWBYAE@ECK?Q@GAGFO@KA?DSG[BGCOBg@CYDWEEFMACDKCI@OGCBGCG@MCGCAD_@?CBGCIBs@CG@[BICC?SA?@YDIEUBOEIAOBGC]BGC[BQGIEWMCKa@IKEe@KOEQBMDFEIKIU]O_@BKECBINADC@@NGF@\SDDDGd@YPC?CL@FEBELEBGNIB@DGLBBCHWEI?ICECQCE@EOSCKGGCKIM,00:03:10,0,33
2025-07-11|Chona|Run|158,2025-07-11,2025-07-11,Tempo Run,6.02,00:07:43,158,160,7,Adidas Pink,,Chona,00:46:29,Run,}ivGyomxRe@VKGi@RK?HPCJMDs@Fa@NEF?FN|@JTLf@JP@NJT@PHHEVDBDHDN@PHL@JCL@CXVDJJBPPAR@BCCBRXLFLAHDBANJ@CDFBJAHZAP@B?JPHAFFTHBJRRPH\FDDN@H@BHBDFAJB??D@ACBHFDN?\BD@PHJDXAD`@f@DR@TBPATDf@APDh@CPBFCPKJBZE^DRCB@LIXHV@RBh@CXDV@f@AR@^DP?NED?VCB?HCFUR?F@ZA`@FPENBBAH@XCFFbABDH@b@El@APBDETBZIZBLCJDn@?`@NPLHFFR@\FJGV@NIH@BEBAPDDKLBLKHPZC@FDEF@D?XSJ@@FBAVC?DDAHFHDRAA?XEFH?KJBNCPDDA?BDA@@RON@HCRGPGFAFDFG@HHHTNL@XB?CD?FCBAJEH?DC?@BIF[Fk@EiABGCm@@GC]BQAYIG@ACBA?GEK?GCEHECK?EGO@A?A@GCMJSFANMA]W]_@UQAMFUKK??a@KKCMGAc@NW@k@EE@W^SDe@E?BYFQAW@EJM?_@NSBKCWFO?WDIAIFKBMLEPAXC@@JBBABJp@@XH^?\Jj@AH@RNl@AVBDFA@a@CI@ES]Ec@?KEU@GAC@SAc@DICQHU?EGEM[DEACBS^IJ@BEFC^BNCHBLCDFF?HIh@OBERIT@BCN?JIRCDED@HCDE`@GFE^GHCDEPALF?DVTHPHEVVVb@FR@NCRIRKDLRLx@l@Rx@?b@ETHl@Cj@@N?VGXWH]Vg@@YFOACBWDQEAKIABGM?D?MCSHOAGBEAGJGE?DKACMM?GDADOCG?IB@ABC]@QDEAM@CCA?CAWFAAEQIEGHGAID@?KCIBMCGBMMUBEHCGKAIDG?EECCYDMAC[g@CCG@?EYGqADGAUK_AFi@EGB[?E@?BBSBo@CGBEE]B[CCAWBYAE@ECK?Q@GAGFO@KA?DSG[BGCOBg@CYDWEEFMACDKCI@OGCBGCG@MCGCAD_@?CBGCIBs@CG@[BICC?SA?@YDIEUBOEIAOBGC]BGC[BQGIEWMCKa@IKEe@KOEQBMDFEIKIU]O_@BKECBINADC@@NGF@\SDDDGd@YPC?CL@FEBELEBGNIB@DGLBBCHWEI?ICECQCE@EOSCKGGCKIM,,,33.4
2025-07-11|Chona|Yoga|84,2025-07-11,2025-07-11,Yoga,0,00:00:00,84,0,0,,,Chona,00:29:35,Yoga,,,107,0
2025-07-11|Scott|Run|124,2025-07-11,2025-07-11,Easy Run,6.49,00:06:34,124,166,5,Novablast 5,Hirap na hirap ako tumakbo today. Andaming masakit from all the workouts this week. Lower body pain 7/10. Inulan pa buset. Tapos Kaya pala hirap ako - VeryPoorSleep. Masama din tyan ko from the mala last night??,Scott,00:42:37,Run,__vG{rmxRBX?VBJf@Rz@RLFl@Bb@GP?VEB??BCBQFCGK@AIGGu@Q_@Ak@IcAg@]MwAS_@@MCw@`@YDGBKNIDMPK@ELUHYVcBTEDG@e@BQJM?SFFp@VnAHv@Rl@N|@N\Jb@DBFAH@JCbAu@dAg@d@M\EDIn@_@Hp@Tf@z@bC~@xBABS?w@V[Dm@XQN]Jg@VGHAJ@HN\BHXj@FXRTh@xADVB~@?l@CZBv@BpACdA@^ATMf@?\Fh@BfCE`@@xAGr@BpADFj@G\DtAExA?P@XJRXA^Kr@?dAB\HB@JCJMTBLFFDJ?FAPIT?b@@FGv@Qf@@RTLFTAf@G\@f@AXKVMHUFQ?w@EoBEU@UEUOEIGg@D[EOEk@Qe@I[a@c@]GSNWFQPc@JC?c@GMECGCAWPQBg@Fk@AWH[B]Jo@FYHKHGP?PL`ABzAJz@Ld@NnAATTlBD`AHRNNLFSc@IoAOw@MiAKg@Ei@GSQwA@[Ao@CS@]Ic@HWFAPOd@IjAMb@Mb@ARGl@CADJA@NLJJFF@RQHENWv@UJIXCPPDLb@n@@l@FRD\@RGX@JHXPNb@H|@Av@@bBATGTOLg@Am@Eu@La@@MEy@Jo@@[?OI_@AOLoAKm@@y@Ea@?[IOa@c@UGk@GU?OCESCAAIC?CYBYGI[Is@@YCGKE]@qAKUCO@wACaAIa@BYDsAA_AD[GcA?sAD[Ag@C[Mk@m@cACKUy@[i@EUa@}@UYgAeCM[Iq@?CGC?IF_@JIJAPHTONAjCoAPEROKS?YGOy@oAk@cAa@aA?MFGp@WvAUlAA@E@FBA@HJ?,00:02:24,142,50
2025-07-11|Scott|Yoga|67,2025-07-11,2025-07-11,Yoga,,,67,,2,,30 min windown yoga,Scott,00:30:15,Yoga,,,93,0
2025-07-11|Scott|Yoga|74,2025-07-11,2025-07-11,Yoga,0,00:00:00,74,0,0,,,Scott,00:30:15,Yoga,,00:00:00,93,0
2025-07-12|Aiza|Run|108,2025-07-12,2025-07-12,Run,2.52,00:09:34,108,0,0,,,Aiza,00:24:05,Run,{`jGumvxRn@y@Xe@HWFs@C}@F[RQVYj@c@LYJy@Cw@H_AJk@TYn@c@LOHOZ}@PQXMFIPi@Ta@H[Zu@ZaAZi@VgAHeAFOb@m@LUFaAL_@HMAEFWCUK[D[NUb@Y\i@Hu@Ce@Oo@AQF]Pe@@MC]Ws@AUPwAUI_@@KBWTMFIp@GFK@c@GEGNg@?SIUXgB@u@Hs@JWd@w@P[JIPA?CAIKOAM?C@D@A@@?gADSEGMIQ_@Qo@E[De@D{AD?j@P,00:05:57,120,64
2025-07-12|Aiza|Run|126,2025-07-12,2025-07-12,LSD Road,15.33,00:07:14,126,171,5,Pink Nimbus 27,"- banana with water and isotonic drink before run
- slow pace zone 1 for 5km and ate my 1st GU on my 4th km
- on my 9th km, i had a call of nature 😜
- 2nd GU on my 10km…
- felt pain on my right knee in my 12th km, and di left arm rotations 
- happy for finishing my 15th, a bit slower but it’s fine☺️",Aiza,01:50:53,Run,a}iGc`wxREd@i@~@YjAa@fAKd@E`AY|@@l@It@ZxAGl@a@lAPf@Hn@UbAN|@C`@Qh@OTMH[@?nAiAv@yBjAq@RgA?q@U_BoA]K{@KeACwET}Ab@kAv@SXO`@KnAId@e@f@i@Jg@EgAi@g@IaDNoBZiAFa@Aq@SVLn@Dj@E\K{AP[Gc@We@c@u@kAg@kBU]EGc@Oe@GM?k@\uB^u@b@e@`@aBfES|@Ax@VhA`@~@b@d@vAbATZLh@Ch@@u@Oe@gCuBhCvBNf@?b@Kh@MTsChCY`@ER?^XvBIjAO\[^oBlASf@Mz@DdCx@dF{@cF?QhAfHBd@E`@h@f@^lAD^E|@Ox@g@dA_DrEm@l@m@dAY`AQpAD~APdBtA|Bv@zAp@x@h@`Al@r@~@~AlA`B~A|@|ATxAApAYp@e@pDwDrDsAxAUxE}@lBe@b@ClMmCTEXDAB_@CaPfDaAHq@ROGEg@YSXLPp@JBx@UnCg@lMoCZPXz@\l@f@^n@V^@f@MlAaAnAa@^YpG`DXDjB@}CSeEyBy@[{@f@m@Rk@h@e@Xq@NUAm@Uq@m@u@_BASG?c@PIAPCmO|CgALOd@g@`AONM?GGP@LEZo@^[@MEIU?mBl@aAPaA\oB\iBv@eBnAeC|BqAh@u@DaAI}@Ag@KeBiAqCwEm@y@a@cAuAcBa@w@EUbAtAp@hAj@l@x@`Bn@p@|@tAgAcAc@k@kCeEYm@}@uAg@uAS}@K{@HqAReAb@qA|AuBxCqEd@}ABgAE_AWm@[QCYFYAc@gAyGCmBJgANi@PU`BaAd@o@Li@@m@Y_C@g@\g@tCiCL[Ji@Ag@Qa@qB}AW[Q]k@mBA]Hq@xAcEf@}@p@e@p@YbBYx@Wp@D^VdA~Cj@x@b@`@b@N`@Hn@@pEi@bBGr@HtAf@`@Dj@QX_@Ha@HmAb@}@j@c@`@Q`Ba@`AOjCU`BHfAVjA~@j@Zv@Jf@C^MpE}B{DxBs@R}@Jm@I{ByAqA]mC@sCVaBj@g@Z_@^[l@Ev@Mr@Y`@a@Na@@a@Iq@YxA^l@CPMN[JiA,00:02:37,150,328
2025-07-12|Chona|Run|145,2025-07-12,2025-07-12,LSD Road,15.03,00:08:31,145,162,6,Novablast 4,"Managed to run within my zone 2 till the last 2km. it was still frustrating to walk most times but i stuck to be patient. no sharp pain but my left lower shin is sore and throbbing. I was able to ignore the pain tho. maybe i need to do some rollers. it was a good run, i was not very tired that i have more energy to push in the last 2 km. ",Chona,02:08:00,Run,gjvGe|mxRw@IyBe@iBSg@Bc@[k@MSBwA_@c@OyFq@QIa@DW]}@M_@Ja@S_ASwAQoE{@}BAm@Fy@PW\g@JkAr@y@~@m@rAQx@BTETKBYKGD_@p@Od@E`@e@f@C^Y^I\Jv@Md@ED[MK?IFCVDRpC~Ap@Td@b@dAn@^b@VFlDvBd@PBZLJYl@G@c@UsD{BgBaAqAm@aCeByAo@M]o@_@MBCPs@lAk@r@q@j@k@v@K@a@[k@BKYOHU^c@pAq@fAMpAUl@YZg@LYVCPD~@Kd@sB|BuA^}@n@[FeBd@q@Zu@LaAZi@j@aCNm@GaAi@sBFcBq@eBE_CCa@HBNRADFQDGFR|AK`@]Fc@Xy@FOJh@tFf@tAJp@BpBd@xEZhB`@xAx@|BnA`D~AnC`BbBr@b@KVUJMMOa@q@m@aBwBu@{AgAuCIIo@mBS[Ac@e@sBWsBWwBMeB@YCWUk@c@k@o@gFBEMwA_Aw@m@Yg@]w@yAaAq@FeCGuAQs@]q@[S?OLe@tAs@@IGKGAQFm@`@oACc@BSNMd@GFU_@YKQ?a@PC^F`@`AhBd@jAVVpB~DdAdCfAdB@f@K\{FlDuDqDeAmAOMG?@DdBxA|CfDJBxFeDr@}@?JJ@|A_@VQZAXnAl@zEj@fA@t@Jp@HxAd@vDl@vC?Nl@nApBvFvA~BfBdBLh@Sg@{@s@{AuBcCyFe@yA[m@AOg@gCa@wC[wDE{@Ym@a@m@c@sDQ{BMS}@q@s@Y[]i@gAgA{@DqCQgB[y@a@_@AQFe@l@a@h@QDIGKQ?s@d@uBAWVKj@Rj@V|Ab@f@l@hBC~@DR\b@Nv@P`@RX^NPj@XXLdAW|@yAdAoCbBWJy@u@oBoBe@m@_A}@BGFBdFtF\VLChF_DFIA]H_@cAsAcB}DwByDiB}DG[Hc@TMVCf@PNZPi@VQp@AXF`@Ch@SFMTKNH@JGHsAn@Ol@@Fv@r@P^NjBE`ARDt@x@x@h@dATVLJLAhAKRYJCF~@r@\`A?TFv@d@hE\l@Rf@?b@PdCd@tDl@rDd@bAvB|FVj@|AvBlAhARr@I[EA?K_@YgAoA_AwAwBgFU{@m@mAaA{FUyBMaBE}@,00:04:54,178,61
2025-07-12|Fraulein|Run|162,2025-07-13,2025-07-12,LSD Road,15.01,00:10:16,162,137,8,On Cloud ni Frau,"Nakakatamad tumkbo nung una kasi umulan. Ang sarap matulog! Ito talaga ung kalaban. Pero sana ganto din ung weather sa race kasi sarap tumakbo. Anyway, first time ko sa route na to. Nakakapagod ung taas baba. Aun nag180 plus hr ko. Kumain din ako ng Gu then habang nagrun sumakit tyan ko 😭 buti na lang malapit na sa mcdo pero kelangan ko sanayin ang Gu kasi ang sarap niya hahahahahaha si aiza, nagbored nung sinabayan niya ko magrun hahaha sabi niya bilisan ko na haha i try nakakapagod eh hahahaha",Fraulein,02:34:07,Run,eziGgiwxRLnAM`AS^m@h@OZGtAm@|@cA~CGnA[jAG|AVjA@`@E\e@jAZtA@PUj@Pz@?Z]fAUPYD?bACJQNmErBy@Pg@Ci@QaBiAqA[mCEcDVcBh@iA~@Q`@_@dCUZi@JU?eBs@]GaBHkEh@aB@iAo@a@q@WUa@oAC]Yk@uAg@cAb@{AVs@Z{@r@m@nA}@pCIl@?h@Nx@h@nArB`B\^Jh@Af@IZ_@r@uBdBa@j@Ij@TrCEn@w@rAqAr@]`@Mr@IpABvAj@rDb@rBEn@z@~AHp@AbAMv@]~@cEtFeAhBM^UbBApAJhA`AhC`AlAbAlBzAnBXn@~AfC`BdAnAZjBGlBk@`Aq@|A_Bx@m@vAs@~@[bJiB\A~PsDb@Rt@dB`@^r@Vr@GnAcA~B_AbA\nEbCxEHz@M_@PY@wEIoGeDcC|@u@v@s@TY?q@Ye@_@[g@c@iAWGy@ZwMjCqBViB\sFnAgA`@iAt@uBjBa@t@qAf@iAV}A@y@Q{Ak@kAmAkA{B}A}BQIi@oAgBgCcAqDC_A^aCXu@j@cA~DkFp@iANcBEs@{@yB?wA]kAe@{CKiCBk@L}@R_@dBaAXYVi@J_A[mCBg@Ze@`CoBd@u@F_@GgAg@i@kBuAS_@k@aB@kA`@wAlAyC^g@tAo@vBc@d@Wr@Ff@^Rd@\rAZb@Jb@p@p@p@\jB@`Ek@pBInC`Ad@KV[Rs@LsATk@d@c@zAo@~De@rDHFJQLHKz@HnBpA`@Hr@AlAa@lDmBJ[?FC}@n@W`@c@Pe@CS_@q@?SXo@U}@?{@f@qBfAaB\sCXg@p@m@Tk@JcAAo@XcBNYbA}@\eAt@g@Ng@r@uAVgAr@iAP_AF_A`AgBBw@VaA@UOg@D[PUn@]ZaA@u@U_AXcBWuAB}@HWKKm@Mu@j@Mn@m@?IORe@Gg@RsA@_ALeAx@sAd@OAQMONaBUSi@iBJwACi@LCf@RNJFNb@AKKI_AZ}@JaBXc@`A]HMLw@b@w@LeABkBXaA|@cAVe@D]EcAFa@v@}AH{@d@_A~@i@jBWPBR\VTpBn@RX?Na@RsAHgBx@STIn@h@~BDlBKX_@VyAHULh@lB,00:05:52,184,94.1
2025-07-12|Lead|Run|142,2025-07-15,2025-07-12,LSD Road,16.5,00:08:45,142,163,7,NB Rebel v3,Ginanahan dahil sa weather kahit tanghali na. Felt good buong run!,Lead,02:24:22,Run,,0,0,0
2025-07-12|Scott|Run|143,2025-07-12,2025-07-12,LSD Road,17.06,00:05:58,143,173,7,Novablast 5,"Tried pfitzinger long run zone 2.5-3. Tried to hold 141-150 hr. Hirap pataasin, up to km 15 hr still goes down very quick. It’s more of a training for pain. Masakit yung 5:40-6:00 pace. Lets try if there’s no injury for the next coming weeks. But yeah i think this is what i need the training for pain. Sleep: Poor",Scott,01:41:48,Run,gavG_zmxRSCSSo@CqD}@cAG_A[cF_@UMAgATOvCz@b@Dp@Xx@J`A`@\?~@VhH|@xEXt@UHu@pAsE|@cC`ByFf@kAXgB`AgBt@wBfAoBsAnBKYOINO?OMAQJMI[FP@d@a@^BHL@NUp@JJdAyATy@p@kALYDe@\m@@YRa@@g@R]Do@d@e@Gg@Ra@CQe@s@e@Yo@s@aAy@eEyCiDcD{AaAaA}@KYAPs@x@\_@\OG[_@[g@SgAgAk@_@Ya@s@[Uc@k@WgC_CsBoA]a@i@]e@k@_BkAu@w@i@Yk@m@eBwAM?Uq@SSo@YcAw@OM?Ke@e@aA_@mAgAc@JIAKOQs@aBiB_Ai@]e@_@WgAyA}@a@i@g@[Ku@k@yBgCe@Ue@CSKiAgAu@g@Ok@ETm@^{@lAWf@DEOx@OBOKIQ@SdCgD@]cAgAm@YoBcBaA[SQK]u@o@uAk@aAo@i@QkAO{@a@uDMqAI_AFGJQtABt@M~AUBUp@c@NaB~Bq@|B@Z[Pc@r@N@RVUDm@h@Yr@Ep@qBdCkAxBaCdDIXM@[X{@tAu@j@g@n@eBjAs@Vo@j@iAh@UTSKk@VCJRTCJSKY?aClAK?CQDJfBc@l@WZDh@pBvB|ET`AhAfCX`Aj@x@n@|BJp@hAxB`@pAHb@KX_APkAf@QBWKHLK^P^VRD^lDdNHl@AP[FCHz@`EQb@eEfAh@ENn@GNeGlA}Bx@iDr@kBn@_@t@NbB^lBBn@x@fE`@vALn@Bv@^fB\nGDlDIfBk@tBEr@cAvEU|BLvCN|@z@bC[PaAFSJCLJj@IJQ@aBu@oAPGA@IG@w@`AqFfDYIuFaGTFzF`GNClG{Dh@n@rBhDPJhAR^p@NlATTDtBVlCPx@z@|CpAlDXjAnArBnBbC~@p@oAiA{AqBcCwF{@eC{@wD]wCKkBUOQ_Bs@kAy@mGw@GgC~@}ExCw@^YQmF{F@GD@fGrGxFiDT[Ri@YDmAkBoFwKkAkCE[F]LI`@C^TT`@f@xBv@vA`@|AZZfB|@bAxAbBtAf@l@k@l@wARMGHACLHv@b@bA~A`CpAXVXPh@Dx@ZZA\FfA`@bDh@pCxCpI~@|AdBlBoA}AkAoBeDcJg@kCi@oFU]GqAIU,00:03:05,159,50
2025-07-13|Aiza|Yoga|68,2025-07-13,2025-07-13,Yoga,0,00:00:00,68,0,0,,,Aiza,00:31:15,Yoga,,,85,0
2025-07-13|Chona|Yoga|70,2025-07-13,2025-07-13,Yoga,0,00:00:00,70,0,0,,,Chona,00:35:26,Yoga,,,93,0
2025-07-13|Fraulein|Yoga|86,2025-07-13,2025-07-13,Yoga,0,00:00:00,86,0,0,,,Fraulein,00:32:36,Yoga,,,113,0
2025-07-13|Maxine|Run|139,2025-07-14,2025-07-13,LSD Road,15,00:10:19,139,152,4,Adidas Adizero SL2,"This run was made possible by 3 cans of 100plus and dumplings during quick breaks 😆

Buti na lang cloudy yung weather hanggang tanghali. First time ko tumakbo ng 10:30am HAHA sana ganon palagi weather pag long run 🥰

Buti na lang din 4th day ko na kaya kinaya ko na tumakbo. Sana kayanin ko yung 17k this week!",Maxine,02:34:45,Run,,0,0,0
2025-07-13|Scott|Yoga|67,2025-07-13,2025-07-13,Yoga,,,67,,2,,1 hour yin yoga. Pain on my knees still from wrong posture squats last thursday. Sana marecover. Max hr 85.,Scott,01:01:32,Yoga,,,85,0
2025-07-14|Aiza|Run|134,2025-07-14,2025-07-14,Run,4.79,00:06:27,134,0,0,,,Aiza,00:30:55,Run,{vnGygwxRk@VYP_@A]ME?LHr@Fb@Ht@XVD^Nt@Lf@Pb@RdAXbA^nAVjA\tAd@PBFGHk@T{@Ls@FeAT_AReBR}@ViBF}@FIVOCCWFaBt@c@HgA`@e@Fu@Vy@RqARUBGCG]GeABUHIxBe@xDgAXGXKj@M`@WLUAEEKc@]a@UOGK?a@TwAdA{Az@a@Le@J}ANOaAEc@F}@DYFQVk@Pu@LY^]d@QbBWP@ZLTTDL@FILq@TM@UC}@[b@Tz@Xd@TXFREPO?MO[AMFMPI`@GLBl@~@_@k@GSHO\Q\IVALHf@p@FDJ?NG~@u@d@WPEJ??BF?t@]HAJHdA|AXV|@h@n@`AtAtAXl@BL?LSb@]`@e@`@YLYTaA|@MDOAUKUDGCsF{De@Ya@Oo@a@k@g@QY@KHGzCgB`BeA^Y@ECEOEMDwAbA[^SNuBbAUDSCQSMUI[i@gAWO_@G,00:04:07,149,68
2025-07-14|Chona|Run|134,2025-07-14,2025-07-14,Easy Run,5.67,00:08:49,134,153,5,Novablast 3,"pain: slight pain in right lower shin, a bit in left knee.  it is not concerning as it comes and goes. 
feeling:  i feel okay after the run but starting it was a bit hard. I was dragging my feet so maybe that contributed to the pain.
HR: i run and walk in the first 2km. i tried to do negative splits while maintaining my hr but it was not possible. ",Chona,00:50:00,Run,}jvG_nmxRc@He@Bs@V[FIDH`@Tl@Lh@Tb@Tt@T\HZDF?ND@b@hAT`AxAfDHFH?xAu@RJDFCFYL[HOHG?OJEHFVf@`AJ`@p@bBLfAAb@BREx@?xDDzCCdCBLIZATBf@ArA@rADDLBnAAb@Cz@BfA?`@TLNHT@t@A`@Fx@CTJrAA\Gb@IdDBdA?\GVQ^MLOF[@oAB[CyA@WCUMIIEIG[?eAFQ@WCWIKaAq@YYIOE?IHMFQPKFMN_@LM@SAuAJeBZc@B]?YFIBEHEVHr@DTAvAJ|@Ph@LtACOCGO}@GWMy@EcBOiABYPQh@QjAQx@UjB[DGNE^Kz@e@JCJBr@l@d@T\HTTH\HdAEVM^?PBTFJJDP@~AAtBBVGJIPa@?KFKEe@Y_AE{@Dc@Fa@DsACuAOcAAm@Vy@AQESMSSI_G@GECOAoAE{BBWD{@BeB?{@E_AB{BCQAy@JoBAYGk@Qs@q@sAESUc@IUOWBYLIZMJA~@a@jAa@d@WJ@JGBIGSiAmC,00:03:41,154,35
2025-07-14|Chona|Yoga|92,2025-07-14,2025-07-14,Yoga,,,92,,2,,30 min ,Chona,00:30:00,Yoga,,,114,0
2025-07-14|Fraulein|Run|152,2025-07-14,2025-07-14,Easy Run,3.15,00:09:36,152,134,3,On Cloud ni Frau,Still maintain 160hr run then walk till 140hr. Medyo mainit ngayon kaya pawis. Pero d naman ako ganun pagod. Same same parin walang nagbago hahahaha poor sleep today. Medyo madami iniisip. Wala naman masakit na sa akin. Pero may patay na kuko na ko hahahahhaaha,Fraulein,00:30:14,Run,conGqqwxRXfBATD\?RkAj@qAh@yCdAMJ?Nn@XjAVJ?dBj@f@JLF\Bb@Tz@T`@Nb@HpC|@N@LULaAJ[@QMOQAm@UiAY]Om@[YUc@a@IOk@eAU_ASyBEKAQ@IIo@YoBDe@HYCGOGk@M]KOA]KGICMVq@d@y@d@y@FSp@gATSNUj@i@t@e@~BkAlAs@TIPQZORCJBLL\h@LLP\VVpAbB?H_@R]Dk@Vu@Rg@V[HME]k@GCMB}@r@OAg@k@OYk@s@WSE?GDMLKDEHSJGJBFjA|AT`@R?bAOn@DXLNVPf@Jj@EJMJIBWD}@_@CKDMHEz@UDMU_@QMWGQ@mAPy@TWTS^Oj@G^a@bBCNBj@BVJf@,00:06:21,171,4.2
2025-07-14|Maxine|Run|140,2025-07-14,2025-07-14,Easy Run,3,00:10:06,140,160,3,Asics GT1000-12,"Finally seeing some progress. From 12:50-13:00 min/km for my Zone 2, 10:00 min/km na 🥹 kilig",Maxine,00:30:18,Run,,0,0,0
